ID,VendorID,Vendor,AccountCode,AccountDescription,DocNo,Amount,Date,Source
280,,MORGAN LAW,,Temporary Agency Staff Costs,,2044.50,2008-04-01,453-april_2008
281,,MORGAN LAW,,Temporary Agency Staff Costs,,2093.85,2008-04-01,452-april_2008
282,,MORGAN LAW,,Temporary Agency Staff Costs,,2115.00,2008-04-01,451-april_2008
283,,MORGAN LAW,,Temporary Agency Staff Costs,,2115.00,2008-04-01,450-april_2008
284,,MORGAN LAW,,Temporary Agency Staff Costs,,2538.00,2008-04-01,449-april_2008
285,,MORGAN LAW,,Temporary Agency Staff Costs,,2726.00,2008-04-01,448-april_2008
286,,MORGAN LAW,,Temporary Agency Staff Costs,,6133.50,2008-04-01,447-april_2008
287,,MORGAN HUNT PUBLIC SECTOR LTD,,Temporary Agency Staff Costs,,1069.26,2008-04-01,446-april_2008
288,,MORGAN HUNT PUBLIC SECTOR LTD,,Temporary Agency Staff Costs,,1116.16,2008-04-01,445-april_2008
289,,MORGAN HUNT PUBLIC SECTOR LTD,,Temporary Agency Staff Costs,,1134.91,2008-04-01,444-april_2008
290,,MORGAN HUNT PUBLIC SECTOR LTD,,Temporary Agency Staff Costs,,1191.19,2008-04-01,443-april_2008
291,,MORGAN HUNT PUBLIC SECTOR LTD,,Temporary Agency Staff Costs,,1200.57,2008-04-01,442-april_2008
292,,MORGAN HUNT PUBLIC SECTOR LTD,,Temporary Agency Staff Costs,,1378.78,2008-04-01,441-april_2008
293,,MORGAN HUNT PUBLIC SECTOR LTD,,Temporary Agency Staff Costs,,1416.30,2008-04-01,440-april_2008
294,,MORGAN HUNT PUBLIC SECTOR LTD,,Temporary Agency Staff Costs,,1425.67,2008-04-01,439-april_2008
295,,MORGAN HUNT PUBLIC SECTOR LTD,,Temporary Agency Staff Costs,,1500.71,2008-04-01,438-april_2008
296,,MORGAN HUNT PUBLIC SECTOR LTD,,Temporary Agency Staff Costs,,1538.23,2008-04-01,437-april_2008
297,,MITIE ENGINEERING MAINTENANCE,,Mechanical & Electrical Maint Contract,,13314.28,2008-04-01,436-april_2008
298,,MITIE ENGINEERING MAINTENANCE,,Mechanical & Electrical Maint Contract,,13314.28,2008-04-01,435-april_2008
299,,MISCO,,IT Hardware - Purchase (Revenue),,1335.83,2008-04-01,434-april_2008
300,,MISCO,,IT Software - Purchase (Revenue),,1353.76,2008-04-01,433-april_2008
301,,MISCO,,IT Hardware - Purchase (Revenue),,1353.76,2008-04-01,432-april_2008
302,,MISCO,,IT Software - Purchase (Revenue),,1685.36,2008-04-01,431-april_2008
303,,MISCO,,Capital Expenditure - IT Hardware,,3444.91,2008-04-01,430-april_2008
304,,MISCO,,IT Hardware - Purchase (Revenue),,4394.50,2008-04-01,429-april_2008
305,,MISCO,,IT Hardware - Purchase (Revenue),,4905.57,2008-04-01,428-april_2008
306,,MISCO,,Capital Expenditure - IT Hardware,,8741.47,2008-04-01,427-april_2008
307,,MISCO,,IT Software - Purchase (Revenue),,15807.67,2008-04-01,426-april_2008
308,,MICHAEL PAGE LIMITED,,Temporary Agency Staff Costs,,1019.23,2008-04-01,425-april_2008
309,,MICHAEL PAGE LIMITED,,Temporary Agency Staff Costs,,1066.27,2008-04-01,424-april_2008
310,,MICHAEL PAGE LIMITED,,Temporary Agency Staff Costs,,1097.63,2008-04-01,423-april_2008
311,,MICHAEL PAGE LIMITED,,Temporary Agency Staff Costs,,1121.15,2008-04-01,422-april_2008
312,,MICHAEL PAGE LIMITED,,Temporary Agency Staff Costs,,1138.50,2008-04-01,421-april_2008
313,,MICHAEL PAGE LIMITED,,Temporary Agency Staff Costs,,1238.76,2008-04-01,420-april_2008
314,,MICHAEL PAGE LIMITED,,Temporary Agency Staff Costs,,1301.48,2008-04-01,419-april_2008
315,,MEZZANINE 2 LTD,,Hire of Premises,,5225.64,2008-04-01,418-april_2008
316,,METASKIL PLC,,Temporary Agency Staff Costs,,8015.62,2008-04-01,417-april_2008
317,,MELANIE COX PHOTOGRAPHY,,Photos & Display Materials,,1400.00,2008-04-01,416-april_2008
318,,MEDIAEDGE:CIA UK LTD,,Advertising,,-76570.22,2008-04-01,415-april_2008
319,,MEDIAEDGE:CIA UK LTD,,Other External Services,,-13197.60,2008-04-01,414-april_2008
320,,MEDIAEDGE:CIA UK LTD,,Other External Services,,-6832.71,2008-04-01,413-april_2008
321,,MEDIAEDGE:CIA UK LTD,,Advertising,,-5292.00,2008-04-01,412-april_2008
322,,MEDIAEDGE:CIA UK LTD,,Other External Services,,1418.61,2008-04-01,411-april_2008
323,,MEDIAEDGE:CIA UK LTD,,Advertising,,14917.79,2008-04-01,410-april_2008
324,,MEDIA MOGULS,,Advertising,,3637.74,2008-04-01,409-april_2008
325,,MEDIA MOGULS,,Advertising,,11274.13,2008-04-01,408-april_2008
326,,MEDIA MOGULS,,Consultancy Fees,,23165.13,2008-04-01,407-april_2008
327,,MC SIGNS LTD,,Equipment Purchase/Hire,,1098.63,2008-04-01,406-april_2008
328,,MATT LOWE,,Consultancy Fees,,2400.00,2008-04-01,405-april_2008
329,,MATCHTECH GROUP,,Temporary Agency Staff Costs,,1245.50,2008-04-01,404-april_2008
330,,MATCHTECH GROUP,,Temporary Agency Staff Costs,,1245.50,2008-04-01,403-april_2008
331,,MATCHTECH GROUP,,Temporary Agency Staff Costs,,1245.50,2008-04-01,402-april_2008
332,,MATCHTECH GROUP,,Temporary Agency Staff Costs,,1292.50,2008-04-01,401-april_2008
333,,MATCHTECH GROUP,,Temporary Agency Staff Costs,,1292.50,2008-04-01,400-april_2008
334,,MATCHTECH GROUP,,Temporary Agency Staff Costs,,1292.50,2008-04-01,399-april_2008
335,,MATCHTECH GROUP,,Temporary Agency Staff Costs,,1556.88,2008-04-01,398-april_2008
336,,MATCHTECH GROUP,,Temporary Agency Staff Costs,,1556.88,2008-04-01,397-april_2008
337,,MATCHTECH GROUP,,Temporary Agency Staff Costs,,1556.88,2008-04-01,396-april_2008
338,,MATCHTECH GROUP,,Temporary Agency Staff Costs,,1615.63,2008-04-01,395-april_2008
339,,MATCHTECH GROUP,,Temporary Agency Staff Costs,,1615.63,2008-04-01,394-april_2008
340,,MARY FOSTER CONSULTING LTD,,Consultancy Fees,,3290.00,2008-04-01,393-april_2008
341,,LORRAINE TULLOCH,,Consultancy Fees,,1485.00,2008-04-01,392-april_2008
342,,LORENZO BRUSCI,,Consultancy Fees,,3344.27,2008-04-01,391-april_2008
343,,"LONDON WILDLIFE TRUST, THE",,Grants to Other Bodies,,5000.00,2008-04-01,390-april_2008
344,,"LONDON WILDLIFE TRUST, THE",,Consultancy Fees,,17781.28,2008-04-01,389-april_2008
345,,LONDON SUSTAINABILITY EXCHANGE,,Consultancy Fees,,10773.00,2008-04-01,388-april_2008
346,,LONDON SUSTAINABILITY EXCHANGE,,Consultancy Fees,,12658.28,2008-04-01,387-april_2008
347,,LONDON SUSTAINABILITY EXCHANGE,,Consultancy Fees,,12658.28,2008-04-01,386-april_2008
348,,LONDON SOUTH BANK UNIVERSITY,,Consultancy Fees,,5875.00,2008-04-01,385-april_2008
349,,LONDON REMADE LTD,,Consultancy Fees,,5875.00,2008-04-01,384-april_2008
350,,LONDON DISABILITY ARTS FORUM,,Other Supplies & Services,,1000.00,2008-04-01,383-april_2008
351,,LONDON DEVELOPMENT AGENCY,,Grants to Other Bodies,,30000.00,2008-04-01,382-april_2008
352,,LONDON CYCLING CAMPAIGN,,Other External Services,,1550.00,2008-04-01,381-april_2008
353,,LONDON CRN,,Consultancy Fees,,29286.88,2008-04-01,380-april_2008
354,,LONDON CIVIC FORUM,,Grants to Other Bodies,,10000.00,2008-04-01,379-april_2008
355,,LONDON CALLING ARTS LTD,,Advertising,,2179.63,2008-04-01,378-april_2008
356,,LONDON BOROUGH OF TOWER HAMLETS,,Grants to Other Bodies,,1000.00,2008-04-01,377-april_2008
357,,LONDON BOROUGH OF TOWER HAMLETS,,Other External Services,,10000.00,2008-04-01,376-april_2008
358,,LONDON BOROUGH OF SOUTHWARK,,Consultancy Fees,,49368.00,2008-04-01,375-april_2008
359,,LONDON BOROUGH OF LEWISHAM,,Temporary Agency Staff Costs,,5336.34,2008-04-01,374-april_2008
360,,LONDON BOROUGH OF ISLINGTON,,Grants to Other Bodies,,2000.00,2008-04-01,373-april_2008
361,,LONDON BOROUGH OF ISLINGTON,,Temporary Agency Staff Costs,,14269.77,2008-04-01,372-april_2008
362,,LONDON BOROUGH OF HOUNSLOW,,Consultancy Fees,,9923.30,2008-04-01,371-april_2008
363,,LONDON BOROUGH OF HARINGEY,,Consultancy Fees,,9254.07,2008-04-01,370-april_2008
364,,LONDON BOROUGH OF HARINGEY,,Grants to Other Bodies,,10000.00,2008-04-01,369-april_2008
365,,AEA TECHNOLOGY PLC,,Consultancy Fees,,25963.98,2008-04-01,8-april_2008
366,,LONDON BOROUGH OF CAMDEN,,Other External Services,,2115.00,2008-04-01,367-april_2008
367,,LONDON BOROUGH OF BRENT,,Other External Services,,30000.00,2008-04-01,366-april_2008
368,,LONDON 21 SUSTAINABILITY NETWORK,,Grants to Other Bodies,,15000.00,2008-04-01,365-april_2008
369,,LOCAL GOVERNMENT INFORMATION UNIT,,"Books, Publications & Information",,6697.50,2008-04-01,364-april_2008
370,,LIVING POTENTIAL LTD,,Consultancy Fees,,1832.25,2008-04-01,363-april_2008
371,,LINDSAY WITTENBERG LTD,,Training Courses,,1615.63,2008-04-01,362-april_2008
372,,LINDSAY WITTENBERG LTD,,Consultancy Fees,,4846.88,2008-04-01,361-april_2008
373,,LIEC PLC T/A EXCEL LONDON,,Equipment Purchase/Hire,,1145.63,2008-04-01,360-april_2008
374,,LEXIS-NEXIS EUROPE,,"Books, Publications & Information",,4717.07,2008-04-01,359-april_2008
375,,LEWIS R & E A LEWIS,,Legal Fees,,7050.00,2008-04-01,358-april_2008
376,,LANDMARK INFORMATION GROUP LTD,,Capital Expenditure - IT Software,,28552.50,2008-04-01,357-april_2008
377,,L B OF H'SMITH & FULHAM,,Grants to Other Bodies,,5000.00,2008-04-01,356-april_2008
378,,L B OF BARKING & DAGENHAM,,Temporary Agency Staff Costs,,4833.44,2008-04-01,355-april_2008
379,,KUDOS HOSPITALITY LTD,,Catering Charges,,1978.41,2008-04-01,354-april_2008
380,,KING'S COLLEGE HOSPITAL NHS FT,,Grants to Other Bodies,,7483.00,2008-04-01,353-april_2008
381,,KB EVENT LTD,,Other Supplies & Services,,26956.85,2008-04-01,352-april_2008
382,,KAREN MORRIS LTD,,Temporary Agency Staff Costs,,1880.00,2008-04-01,351-april_2008
383,,K C M MEDIA,,Recruitment Advertising,,1404.13,2008-04-01,350-april_2008
384,,JUST IT,,Consultancy Fees,,1996.21,2008-04-01,349-april_2008
385,,JOULE,,Other Supplies & Services,,5651.75,2008-04-01,348-april_2008
386,,JOULE,,Other Supplies & Services,,5809.20,2008-04-01,347-april_2008
387,,JOHN HOBSON QC,,Legal Fees,,8812.50,2008-04-01,346-april_2008
388,,JIM BOWES LTD,,Temporary Agency Staff Costs,,1938.75,2008-04-01,345-april_2008
389,,JIM BOWES LTD,,Temporary Agency Staff Costs,,2585.00,2008-04-01,344-april_2008
390,,JIM BOWES LTD,,Temporary Agency Staff Costs,,2908.13,2008-04-01,343-april_2008
391,,JIM BOWES LTD,,Temporary Agency Staff Costs,,3231.25,2008-04-01,342-april_2008
392,,JIM BOWES LTD,,Temporary Agency Staff Costs,,3231.25,2008-04-01,341-april_2008
393,,JILL BARTLETT & COMPANY LTD,,Catering Charges,,1386.57,2008-04-01,340-april_2008
394,,JILL BARTLETT & COMPANY LTD,,Cleaning Charges,,1386.58,2008-04-01,339-april_2008
395,,AEA TECHNOLOGY PLC,,Consultancy Fees,,11515.00,2008-04-01,9-april_2008
396,,JILL BARTLETT & COMPANY LTD,,Catering Charges,,1636.92,2008-04-01,337-april_2008
397,,JILL BARTLETT & COMPANY LTD,,Catering Charges,,2252.62,2008-04-01,336-april_2008
398,,JILL BARTLETT & COMPANY LTD,,Catering Charges,,2760.40,2008-04-01,335-april_2008
399,,JILL BARTLETT & COMPANY LTD,,Catering Charges,,2799.50,2008-04-01,334-april_2008
400,,JILL BARTLETT & COMPANY LTD,,Catering Charges,,5140.99,2008-04-01,333-april_2008
401,,JDB SOLUTIONS LIMITED,,Training Courses,,1175.00,2008-04-01,332-april_2008
402,,JACK ANDERSON,,Legal Fees,,1057.50,2008-04-01,331-april_2008
403,,ITINERIS,,Consultancy Fees,,5111.25,2008-04-01,330-april_2008
404,,ISIS CONCEPTS LTD,,Equipment Purchase/Hire,,1069.25,2008-04-01,329-april_2008
405,,IPSOS MORI,,Other External Services,,21185.25,2008-04-01,328-april_2008
406,,INSTITUTE OF PUBLIC FINANCE LTD,,Corporate Subscriptions,,1551.00,2008-04-01,327-april_2008
407,,INSTITUTE OF PUBLIC FINANCE LTD,,Consultancy Fees,,12668.85,2008-04-01,326-april_2008
408,,INNOVISION,,Other Supplies & Services,,24482.30,2008-04-01,325-april_2008
409,,INNOVISION,,Other Supplies & Services,,352500.00,2008-04-01,324-april_2008
410,,INISHOWEN CARNIVAL GROUP,,Other External Services,,2356.35,2008-04-01,323-april_2008
411,,INISHOWEN CARNIVAL GROUP,,Other External Services,,6652.24,2008-04-01,322-april_2008
412,,INDEPENDENT THEATRE COUNCIL,,Other External Services,,5875.00,2008-04-01,321-april_2008
413,,INDEPENDENT THEATRE COUNCIL,,Other External Services,,20562.50,2008-04-01,320-april_2008
414,,INCENTIVATED LTD,,Internet & Electronic Publishing,,1821.25,2008-04-01,319-april_2008
415,,IN THE PICTURE,,Consultancy Fees,,2399.35,2008-04-01,318-april_2008
416,,IMPACT DISTRIBUTION SERVICES LTD,,Other Supplies & Services,,1410.00,2008-04-01,317-april_2008
417,,IC CONSULTANTS LTD,,Consultancy Fees,,1175.00,2008-04-01,316-april_2008
418,,IC CONSULTANTS LTD,,Consultancy Fees,,1175.00,2008-04-01,315-april_2008
419,,HOBBS REPROGRAPHICS PLC,,Publications Printing,,4922.31,2008-04-01,314-april_2008
420,,HOBBS REPROGRAPHICS PLC,,Publications Printing,,7075.83,2008-04-01,313-april_2008
421,,HEWLETT-PACKARD LTD,,IT Hardware - Maintenance,,6910.12,2008-04-01,312-april_2008
422,,HEWLETT-PACKARD LTD,,Capital Expenditure - Other Costs,,10575.00,2008-04-01,311-april_2008
423,,HEATH LAMBERT LIMITED,,Insurance,,2703.94,2008-04-01,310-april_2008
424,,HEATH LAMBERT LIMITED,,Insurance,,5250.00,2008-04-01,309-april_2008
425,,HEATH LAMBERT LIMITED,,Insurance,,10778.28,2008-04-01,308-april_2008
426,,HEATH LAMBERT LIMITED,,Insurance,,35450.01,2008-04-01,307-april_2008
427,,HEATH LAMBERT LIMITED,,Insurance,,76075.85,2008-04-01,306-april_2008
428,,HEATH LAMBERT LIMITED,,Insurance,,102340.57,2008-04-01,305-april_2008
429,,HEALTH LINK,,Consultancy Fees,,3231.25,2008-04-01,304-april_2008
430,,HAYS IT,,Capital Expenditure - Consultancy,,4794.00,2008-04-01,303-april_2008
431,,"HAY GROUP MANAGEMENT LTD, THE",,Other Supplies & Services,,34278.99,2008-04-01,302-april_2008
432,,HASKONING UK LIMITED,,Grants to Other Bodies,,2350.00,2008-04-01,301-april_2008
433,,HARPER COLLINS PUBLISHERS,,Capital Expenditure - IT Software,,6086.50,2008-04-01,300-april_2008
434,,HALAROSE LIMITED,,IT Software - Purchase (Revenue),,3131.38,2008-04-01,299-april_2008
435,,HALAROSE LIMITED,,IT Software - Purchase (Revenue),,3131.38,2008-04-01,298-april_2008
436,,HALAROSE LIMITED,,IT Software - Purchase (Revenue),,4447.38,2008-04-01,297-april_2008
437,,HALAROSE LIMITED,,IT Software - Purchase (Revenue),,8894.75,2008-04-01,296-april_2008
438,,GROUNDWORK UK,,Grants to Other Bodies,,2000.00,2008-04-01,295-april_2008
439,,GREENWICH (COUNCIL),,Other External Services,,30614.40,2008-04-01,294-april_2008
440,,GREENWICH & DOCKLANDS FESTIVALS,,Other External Services,,7050.00,2008-04-01,293-april_2008
441,,GREENWICH & DOCKLANDS FESTIVALS,,Other External Services,,31725.00,2008-04-01,292-april_2008
442,,GREENWICH & DOCKLANDS FESTIVALS,,Other Supplies & Services,,44650.00,2008-04-01,291-april_2008
443,,GREATER LONDON HIRE LTD,,Taxi Account Charges,,1678.06,2008-04-01,290-april_2008
444,,GREATER LONDON HIRE LTD,,Other Supplies & Services,,5957.25,2008-04-01,289-april_2008
445,,GOODMAN MASSON,,Temporary Agency Staff Costs,,1080.24,2008-04-01,288-april_2008
446,,GOODMAN MASSON,,Temporary Agency Staff Costs,,1170.25,2008-04-01,287-april_2008
447,,GOODMAN MASSON,,Temporary Agency Staff Costs,,1480.32,2008-04-01,286-april_2008
448,,GOODMAN MASSON,,Temporary Agency Staff Costs,,1500.23,2008-04-01,285-april_2008
449,,GOODMAN MASSON,,Temporary Agency Staff Costs,,1630.36,2008-04-01,284-april_2008
450,,GLORIA MOODY,,Consultancy Fees,,2492.80,2008-04-01,283-april_2008
451,,GEORGINA HARPER,,Other Supplies & Services,,2000.00,2008-04-01,282-april_2008
452,,GEESTOR PRODUCTIONS,,Other Supplies & Services,,2820.00,2008-04-01,281-april_2008
453,,G&P BATTERIES LTD,,Consultancy Fees,,5875.00,2008-04-01,280-april_2008
454,,FREUD COMMUNICATIONS,,Other Supplies & Services,,18023.33,2008-04-01,279-april_2008
455,,FRESHWATER,,Training Courses,,-1175.00,2008-04-01,278-april_2008
456,,FRESHWATER,,Training Courses,,1477.74,2008-04-01,277-april_2008
457,,FORDHAM RESEARCH,,Consultancy Fees,,14687.50,2008-04-01,276-april_2008
458,,FORDHAM RESEARCH,,Consultancy Fees,,17695.50,2008-04-01,275-april_2008
459,,FORDHAM RESEARCH,,Consultancy Fees,,23688.00,2008-04-01,274-april_2008
460,,FM PRINT,,Other Printing,,1037.53,2008-04-01,273-april_2008
461,,FM PRINT,,Publications Printing,,1065.00,2008-04-01,272-april_2008
462,,FM PRINT,,Publications Printing,,2080.00,2008-04-01,271-april_2008
463,,FM PRINT,,Other Supplies & Services,,2195.00,2008-04-01,270-april_2008
464,,FM PRINT,,Publications Printing,,2295.00,2008-04-01,269-april_2008
465,,FM PRINT,,Publications Printing,,2490.00,2008-04-01,268-april_2008
466,,FM PRINT,,Other Printing,,2695.00,2008-04-01,267-april_2008
467,,FM PRINT,,Publications Printing,,5435.00,2008-04-01,266-april_2008
468,,FINGS LTD,,Other Supplies & Services,,1174.01,2008-04-01,265-april_2008
469,,FINGS LTD,,Other Supplies & Services,,3637.02,2008-04-01,264-april_2008
470,,FARRER & CO,,Legal Fees,,1997.50,2008-04-01,263-april_2008
471,,FACTIVA LIMITED,,"Books, Publications & Information",,3172.50,2008-04-01,262-april_2008
472,,EXPERIAN LTD,,Consultancy Fees,,29375.00,2008-04-01,261-april_2008
473,,EVENTSFORCE SOLUTIONS LIMITED,,Other Supplies & Services,,4347.50,2008-04-01,260-april_2008
474,,EV RESTAURANT BAR DELICATESSEN,,Other External Services,,6567.00,2008-04-01,259-april_2008
475,,EURO PRIDE LONDON 06,,Other Supplies & Services,,11750.00,2008-04-01,258-april_2008
476,,EUNOMIA RESEARCH AND CONSULTING,,Consultancy Fees,,8835.41,2008-04-01,257-april_2008
477,,EUNOMIA RESEARCH AND CONSULTING,,Consultancy Fees,,14246.30,2008-04-01,256-april_2008
478,,ESSEX COUNTY COUNCIL,,Grants to Other Bodies,,5000.00,2008-04-01,255-april_2008
479,,ESRI (UK) LTD,,Capital Expenditure - IT Software,,28989.60,2008-04-01,254-april_2008
480,,ESRI (UK) LTD,,IT Software - Licences,,30503.00,2008-04-01,253-april_2008
481,,ENVIRONMENTAL RESEARCH GROUP,,Consultancy Fees,,5522.50,2008-04-01,252-april_2008
482,,ENVIRONMENT AGENCY,,Consultancy Fees,,3813.90,2008-04-01,251-april_2008
483,,ENVIROCENTRE LTD,,Consultancy Fees,,9624.43,2008-04-01,250-april_2008
484,,ENVIROCENTRE LTD,,Consultancy Fees,,35430.95,2008-04-01,249-april_2008
485,,ENCAMS,,Consultancy Fees,,45116.39,2008-04-01,248-april_2008
486,,ENCAMS,,Consultancy Fees,,46469.89,2008-04-01,247-april_2008
487,,EMPLOYEE ADVISORY RESOURCE LTD,,Other Staff Health & Safety,,4581.09,2008-04-01,246-april_2008
488,,EMCOR FACILITIES SERVICES LTD,,Mechanical & Electrical Maint Contract,,9061.60,2008-04-01,245-april_2008
489,,EMCOR FACILITIES SERVICES LTD,,Mechanical & Electrical Maint Contract,,9146.20,2008-04-01,244-april_2008
490,,ELEMENTENERGY,,Consultancy Fees,,14658.13,2008-04-01,243-april_2008
491,,ELECTRO-TECH COLOUR ( ETC) limited,,Other Supplies & Services,,1051.63,2008-04-01,242-april_2008
492,,ELECTRO-TECH COLOUR ( ETC) limited,,Other Supplies & Services,,1298.38,2008-04-01,241-april_2008
493,,EGBERT H TAYLOR & COMPANY LIMITED,,Equipment Purchase/Hire,,2436.95,2008-04-01,240-april_2008
494,,EGBERT H TAYLOR & COMPANY LIMITED,,Equipment Purchase/Hire,,2643.75,2008-04-01,239-april_2008
495,,EDGE TELECOM LIMITED,,Telephones,,4674.76,2008-04-01,238-april_2008
496,,EDF ENERGY,,Electricity Charges,,-23457.17,2008-04-01,237-april_2008
497,,EDF ENERGY,,Electricity Charges,,1271.51,2008-04-01,236-april_2008
498,,EDF ENERGY,,Electricity Charges,,2077.64,2008-04-01,235-april_2008
499,,EDF ENERGY,,Electricity Charges,,2713.00,2008-04-01,234-april_2008
500,,EDF ENERGY,,Electricity Charges,,46438.84,2008-04-01,233-april_2008
501,,EDAW PLC,,Consultancy Fees,,3231.25,2008-04-01,232-april_2008
502,,ECHM,,Temporary Agency Staff Costs,,1887.10,2008-04-01,231-april_2008
503,,ECHM,,Temporary Agency Staff Costs,,1887.10,2008-04-01,230-april_2008
504,,ECHM,,Temporary Agency Staff Costs,,1887.10,2008-04-01,229-april_2008
505,,ECHM,,Temporary Agency Staff Costs,,2358.87,2008-04-01,228-april_2008
506,,ECHM,,Temporary Agency Staff Costs,,2358.87,2008-04-01,227-april_2008
507,,ECHM,,Temporary Agency Staff Costs,,2358.87,2008-04-01,226-april_2008
508,,ECHM,,Temporary Agency Staff Costs,,2358.87,2008-04-01,225-april_2008
509,,ECHM,,Temporary Agency Staff Costs,,2358.87,2008-04-01,224-april_2008
510,,ECHM,,Temporary Agency Staff Costs,,2358.87,2008-04-01,223-april_2008
511,,EC HARRIS,,Managing Agent Cleaning,,6460.54,2008-04-01,222-april_2008
512,,EC HARRIS,,Managing Agent Cleaning,,6460.54,2008-04-01,221-april_2008
513,,EAST OF ENGLAND REGIONAL ASSEMBLY,,Grants to Other Bodies,,10000.00,2008-04-01,220-april_2008
514,,EAST LONDON DANCE,,Grants to Other Bodies,,5000.00,2008-04-01,219-april_2008
515,,EAST,,Publications Printing,,1474.63,2008-04-01,218-april_2008
516,,E - THREE LIMITED,,Consultancy Fees,,5287.50,2008-04-01,217-april_2008
517,,E - QUALITY CONSULTANCY SERVICES,,Consultancy Fees,,1155.00,2008-04-01,216-april_2008
518,,E - QUALITY CONSULTANCY SERVICES,,Consultancy Fees,,2310.00,2008-04-01,215-april_2008
519,,E - QUALITY CONSULTANCY SERVICES,,Consultancy Fees,,2640.00,2008-04-01,214-april_2008
520,,E - QUALITY CONSULTANCY SERVICES,,Consultancy Fees,,2700.00,2008-04-01,213-april_2008
521,,E - QUALITY CONSULTANCY SERVICES,,Consultancy Fees,,3135.00,2008-04-01,212-april_2008
522,,E - QUALITY CONSULTANCY SERVICES,,Consultancy Fees,,3135.00,2008-04-01,211-april_2008
523,,DUNCAN PRINT,,Publications Printing,,2990.00,2008-04-01,210-april_2008
524,,DSG RETAIL LTD,,Capital Expenditure - IT Hardware,,1635.60,2008-04-01,209-april_2008
525,,DSG RETAIL LTD,,Capital Expenditure - IT Hardware,,4791.65,2008-04-01,208-april_2008
526,,DOW JONES ARCHITECTS LLP,,Consultancy Fees,,28236.43,2008-04-01,207-april_2008
527,,DOTTED EYES,,IT Software - Maintenance,,2003.38,2008-04-01,206-april_2008
528,,DEPT FOR ENV FOOD & RURAL AFFAIRS,,Grants to Other Bodies,,5000.00,2008-04-01,205-april_2008
529,,DEPARTMENT FOR CULTURE MEDIA & SPORT,,Secondment Costs,,13799.88,2008-04-01,204-april_2008
530,,DEPARTMENT FOR CULTURE MEDIA & SPORT,,Temporary Agency Staff Costs,,18114.76,2008-04-01,203-april_2008
